Geneid	control1	control2	control3	control4	necrosis1	necrosis2	necrosis3	necrosis4
FGSG_06889	2	2	0	0	0	0	2	2
FGSG_06890	3076	3067	329	310	120	119	96	101
FGSG_06891	1622	1751	410	469	30	31	65	65
FGSG_06892	39	48	4	5	0	0	5	6
FGSG_06893	17474	17477	563	563	440	441	110	109
FGSG_06894	637	632	38	41	15	15	4	4
FGSG_06895	12711	12672	1565	1546	198	196	186	191
FGSG_13015	29	30	2	2	0	0	0	0
FGSG_06896	2055	2020	649	618	1	1	6	7
FGSG_06897	749	748	197	191	141	141	61	63
FGSG_06898	6	9	0	0	5	5	0	1
FGSG_06899	3	2	1	1	7	7	10	10
FGSG_06900	938	940	86	93	10	10	17	16
FGSG_06901	53	52	12	11	0	0	1	1
FGSG_06902	11	11	4	6	4	3	2	2
FGSG_06903	602	603	228	232	40	40	57	57
FGSG_06904	364	361	26	30	17	17	2	2
FGSG_06905	1158	1208	58	64	36	36	10	11
FGSG_06906	2198	2204	318	323	124	127	59	61
FGSG_06907	395	394	53	54	1	1	2	2
FGSG_06908	345	344	34	28	0	0	4	4
FGSG_06909	1895	1885	168	171	7	7	14	14
FGSG_06910	556	543	24	26	12	8	5	5
FGSG_06911	2792	2774	302	292	27	26	57	57
FGSG_06912	4184	4179	795	804	100	100	247	246
FGSG_13016	0	0	0	1	0	0	6	4
FGSG_06913	38	48	10	11	21	21	10	10
FGSG_06914	2679	2691	273	270	117	116	69	70
FGSG_06915	141	146	12	11	4	4	9	8
FGSG_06916	11	11	0	0	0	0	3	3
FGSG_06917	1813	1803	304	290	74	76	151	149
FGSG_06918	577	575	42	42	127	124	97	97
FGSG_06919	45	41	7	6	0	0	8	9
FGSG_06920	941	940	61	56	24	24	6	6
FGSG_06921	1103	1696	19	57	53	73	10	10
FGSG_06922	2383	2595	153	201	20	21	43	45
FGSG_06923	345	324	28	25	16	16	26	28
FGSG_06924	10066	10064	692	686	38	37	44	46
FGSG_06925	778	778	108	108	25	25	41	43
FGSG_13017	4503	4496	306	303	96	95	155	151
FGSG_13018	1174	1175	244	245	15	15	139	139
FGSG_06927	4934	4917	352	352	90	90	70	73
FGSG_20663	4	4	0	0	0	0	2	2
FGSG_20664	0	0	0	0	0	0	0	0
FGSG_06928	2	2	0	0	0	0	0	0
FGSG_06929	835	831	75	71	3	3	9	9
FGSG_06930	343	343	47	55	3	3	6	6
FGSG_06931	15695	15691	615	615	185	185	127	123
FGSG_06932	1656	1647	145	136	58	58	206	205
FGSG_06933	741	739	120	118	15	15	11	8
FGSG_06934	471	462	35	36	19	19	14	13
FGSG_06935	595	571	36	37	28	24	17	17
FGSG_06936	1005	1001	108	105	5	5	27	28
FGSG_06937	137	151	11	21	0	0	0	0
FGSG_13019	6	6	1	1	0	0	0	0
FGSG_06938	5714	5696	613	595	31	31	68	67
FGSG_06939	1988	1990	214	202	55	54	45	44
FGSG_13020	193	201	52	61	8	7	5	5
FGSG_06940	656	653	75	70	5	5	9	9
FGSG_06941	226	235	23	25	0	0	2	2
FGSG_06942	1969	1979	156	155	6	3	8	8
FGSG_06943	326	377	27	35	11	25	13	13
FGSG_06944	1563	1564	345	345	272	276	110	111
FGSG_13021	4	4	0	1	1	1	0	0
FGSG_06945	6405	6377	676	660	290	288	243	237
FGSG_06946	2814	2783	388	368	487	476	154	154
FGSG_13022	273	277	81	86	61	63	20	22
FGSG_13023	11	16	2	2	1	2	2	2
FGSG_06947	1540	1542	268	270	10	10	48	48
FGSG_06948	1850	1845	242	250	12	12	17	17
FGSG_13024	1723	1772	156	157	38	38	39	38
FGSG_13025	11	11	5	5	0	0	1	1
FGSG_06950	2709	2645	204	180	25	25	29	31
FGSG_06951	1228	1223	91	86	4	4	6	6
FGSG_06952	18	18	7	6	13	13	3	3
FGSG_06953	918	916	261	261	6	7	44	46
FGSG_06954	1457	1444	180	183	3	4	9	9
FGSG_06955	3468	3448	180	174	14	13	97	95
FGSG_13026	587	586	142	149	5	7	8	8
FGSG_13027	418	420	60	61	0	0	11	11
FGSG_13028	2483	2499	623	620	126	119	155	154
FGSG_13029	59	84	37	51	1	1	0	0
FGSG_06957	2384	2370	278	284	18	18	21	21
FGSG_06958	2124	2126	192	187	13	14	35	36
FGSG_06959	180	182	44	39	0	0	4	4
FGSG_06960	425	432	26	25	1	1	1	1
FGSG_06961	986	1012	94	104	51	54	9	9
FGSG_06962	804	813	77	80	7	7	3	3
FGSG_06963	145	140	12	12	0	0	3	3
FGSG_13030	127	133	20	18	0	0	2	2
FGSG_13031	642	639	109	107	5	5	2	2
FGSG_13032	3695	3668	298	272	159	165	110	111
FGSG_06965	1406	1405	72	74	27	27	8	8
FGSG_06966	14	16	3	3	0	0	0	0
FGSG_06967	449	457	29	34	6	6	1	1
FGSG_06968	81	74	4	4	0	0	0	0
FGSG_06969	1151	1137	119	121	6	6	9	9
FGSG_06970	1227	1222	258	262	102	102	31	31
FGSG_06971	340	338	51	39	11	11	8	8
FGSG_06972	668	675	33	30	8	8	3	3
FGSG_06973	252	242	28	29	27	27	6	6
FGSG_06974	221	222	17	17	4	4	2	2
FGSG_06975	1953	1956	323	314	372	376	81	77
FGSG_06976	6	12	1	1	2	2	4	4
FGSG_06977	1755	1744	265	259	104	105	104	108
FGSG_06978	1041	1039	75	82	43	43	27	31
FGSG_06979	1270	1250	215	210	87	87	79	79
FGSG_06980	2	2	0	0	1	1	1	1
FGSG_06981	643	642	65	63	7	7	11	11
FGSG_06982	630	634	54	54	2	2	16	16
FGSG_06983	0	0	3	3	0	0	0	0
FGSG_06984	513	514	24	27	4	4	3	2
FGSG_13033	1818	1821	209	211	5	5	2	2
FGSG_06985	349	352	34	33	38	38	1	1
FGSG_13034	3	3	0	0	2	2	1	1
FGSG_13035	7	3	2	2	0	0	0	0
FGSG_06986	43	43	3	3	1	1	0	0
FGSG_06987	132	125	30	27	8	8	3	3
FGSG_06988	908	912	60	63	30	30	12	13
FGSG_20036	3	0	0	0	0	0	0	0
FGSG_06989	13	13	7	6	47	47	87	84
FGSG_06990	161	161	18	17	4	4	5	5
FGSG_06991	50	52	18	18	0	0	9	10
FGSG_06992	2179	2183	322	328	122	121	38	41
FGSG_06993	39	35	1	2	0	0	4	4
FGSG_06994	0	0	0	0	0	0	1	1
FGSG_13036	0	0	0	0	0	0	0	0
FGSG_06995	6	5	1	1	0	0	0	0
FGSG_06996	646	647	44	39	9	9	12	12
FGSG_06997	65	63	4	8	1	1	2	4
FGSG_06998	1129	1125	149	149	29	28	9	10
FGSG_06999	544	538	84	84	0	0	14	13
FGSG_07000	468	457	35	31	69	68	106	104
FGSG_14037	897	906	54	65	21	23	22	24
FGSG_14038	398	415	67	70	9	9	10	10
FGSG_13039	101	106	28	26	0	0	1	2
FGSG_13040	231	226	35	40	2	2	4	5
FGSG_07002	625	625	63	62	22	22	10	9
FGSG_07003	0	0	0	1	0	0	4	3
FGSG_07004	3370	3368	328	321	38	38	70	69
FGSG_13041	142	142	17	19	3	3	1	1
FGSG_07005	839	840	95	91	11	11	120	117
FGSG_07006	452	449	36	35	6	5	11	10
FGSG_07007	1012	1033	42	41	26	26	12	13
FGSG_07008	563	561	90	88	1	1	12	11
FGSG_07009	6174	6172	747	733	92	89	121	118
FGSG_07010	17	17	7	8	3	3	3	3
FGSG_07011	837	828	76	72	30	30	19	18
FGSG_07012	777	771	41	45	0	0	7	7
FGSG_07013	14	11	5	4	1	1	2	2
FGSG_07014	2072	2070	260	260	97	97	92	91
FGSG_07015	147	146	28	26	0	0	19	19
FGSG_07016	172	171	23	25	0	0	9	9
FGSG_07017	87	86	21	18	14	14	60	60
FGSG_07018	1169	1168	57	55	6	6	4	4
FGSG_07019	3212	3211	257	258	7	7	36	39
FGSG_07020	508	499	135	133	153	152	135	134
FGSG_07021	117	117	38	38	2	2	6	6
FGSG_07022	765	766	41	48	37	37	3	4
FGSG_07023	1098	1097	78	76	0	0	7	7
FGSG_13042	12	9	2	2	0	0	3	3
FGSG_07024	116	108	23	19	2	2	17	16
FGSG_07025	438	424	25	27	11	11	12	12
FGSG_07026	7	7	0	0	0	0	0	0
FGSG_07027	45	46	8	8	0	0	3	2
FGSG_07028	20	20	2	2	1	1	0	0
FGSG_07029	3289	3262	380	374	287	282	128	125
FGSG_07030	506	512	38	39	14	13	22	23
FGSG_07031	1684	1676	219	214	55	55	94	87
FGSG_07032	1142	1134	61	65	85	83	57	60
FGSG_07033	2711	2677	162	159	173	170	76	74
FGSG_07034	605	598	51	49	13	13	27	22
FGSG_07035	301	304	41	38	3	3	25	25
FGSG_20665	0	0	0	0	1	1	0	0
FGSG_07036	1	1	1	0	0	0	12	12
FGSG_13043	7	7	0	0	0	0	1	1
FGSG_13044	50	50	5	6	0	0	2	2
FGSG_13045	47	50	5	6	3	3	2	2
FGSG_13046	7	7	0	0	0	0	0	0
FGSG_07038	700	699	75	74	4	4	8	5
FGSG_13047	13	13	2	2	0	2	7	7
FGSG_07039	5365	5381	400	403	9	9	38	41
FGSG_13048	0	0	2	1	1	1	4	4
FGSG_07040	3178	3170	292	287	94	97	27	29
FGSG_07041	2406	2394	220	213	30	30	42	43
FGSG_07042	248	271	16	17	2	2	1	1
FGSG_07043	330	324	54	51	3	3	7	7
FGSG_07044	3806	3758	316	311	66	63	68	68
FGSG_07045	762	771	51	49	67	66	16	18
FGSG_13049	44	37	7	7	0	0	2	1
FGSG_07046	70	73	13	13	0	0	5	5
FGSG_07047	348	359	14	15	1	1	5	6
FGSG_07048	7376	7413	377	388	291	293	97	102
FGSG_07049	2918	2911	298	290	44	44	28	29
FGSG_07050	282	279	25	24	1	1	14	17
FGSG_07051	2064	2065	403	410	39	39	122	123
FGSG_13050	1	1	4	4	5	4	7	7
FGSG_07052	541	546	36	28	245	249	70	72
FGSG_13051	4	5	1	2	17	16	3	3
FGSG_07053	1685	1680	373	357	409	413	145	149
FGSG_13052	94	89	6	6	0	0	0	0
FGSG_07054	922	920	95	100	10	10	36	37
FGSG_07055	2118	2112	246	249	2	2	4	4
FGSG_07056	11	11	0	0	2	2	0	0
FGSG_07057	179	181	29	28	0	0	22	21
FGSG_07058	683	689	62	65	0	0	1	1
FGSG_07059	673	678	52	53	37	38	9	9
FGSG_07060	590	601	59	59	0	0	4	4
FGSG_07061	1798	1763	150	143	38	38	14	14
FGSG_07062	472	463	33	33	11	11	9	8
FGSG_07063	313	302	29	26	35	34	7	8
FGSG_13053	335	315	35	32	24	23	8	8
FGSG_07064	1834	1838	300	316	172	170	88	90
FGSG_07065	16	16	7	7	11	11	7	7
FGSG_07066	266	266	32	34	1	1	8	8
FGSG_13054	0	0	0	0	0	0	0	1
FGSG_07067	76	75	59	56	13	13	108	108
FGSG_13055	4	4	1	2	3	3	0	1
FGSG_07068	141	142	32	28	8	8	37	36
FGSG_20037	6	6	0	1	0	0	1	1
FGSG_07069	2078	2071	219	217	34	34	25	29
FGSG_07070	1638	1624	203	196	69	68	27	27
FGSG_07071	92	93	11	11	6	6	9	8
FGSG_07072	6384	6548	495	519	2628	2670	503	529
FGSG_07073	1911	1934	125	124	152	153	30	26
FGSG_07074	3205	3206	224	227	12	10	12	12
FGSG_07075	13969	13755	1964	1842	191	192	142	136
FGSG_07076	603	598	40	43	6	5	9	9
FGSG_07077	734	726	62	56	7	7	5	6
FGSG_13056	4163	4203	366	380	78	90	24	26
FGSG_07078	1110	1074	116	105	147	144	48	47
FGSG_07079	208	208	18	17	4	4	9	9
FGSG_07080	11	11	6	6	0	0	2	2
FGSG_07081	76	73	12	11	10	10	17	14
FGSG_07082	321	296	26	21	3	4	3	2
FGSG_07083	445	442	70	72	3	4	13	13
FGSG_07084	351	345	151	149	165	164	138	143
FGSG_07085	1299	1302	108	109	219	224	203	206
FGSG_07086	738	734	88	86	91	89	37	40
FGSG_07087	1323	1284	218	198	71	69	50	50
FGSG_07088	401	399	28	25	5	5	5	5
FGSG_07090	1021	1022	54	51	32	32	11	9
FGSG_07091	155	163	25	27	2	2	4	5
FGSG_07092	228	220	35	33	0	0	1	0
FGSG_07093	150	150	18	16	0	0	1	1
FGSG_07094	485	481	33	36	8	8	3	3
FGSG_13057	575	578	44	44	34	34	2	2
FGSG_13058	761	753	39	43	41	41	10	10
FGSG_07096	863	866	94	97	222	232	4	5
FGSG_13059	16	15	0	0	1	1	2	1
FGSG_07097	988	985	591	587	12	12	30	30
FGSG_07098	221	221	52	55	1	1	4	4
FGSG_07099	293	292	38	34	1	1	10	11
FGSG_07100	2161	2165	126	129	65	64	18	18
FGSG_07101	4371	4386	419	414	102	101	62	63
FGSG_07102	2321	2358	486	503	146	148	73	72
FGSG_07103	132	137	15	14	1	1	6	6
FGSG_07104	1404	1409	183	181	6	6	9	9
FGSG_07105	606	609	149	152	0	0	13	14
FGSG_07106	2056	2080	188	187	14	14	11	11
FGSG_07107	946	943	60	62	2	2	0	0
FGSG_07108	739	747	142	149	11	11	18	19
FGSG_07109	58	60	13	13	0	0	5	5
FGSG_07110	623	624	47	47	4	4	8	8
FGSG_07111	56	57	10	10	1	1	0	0
FGSG_07112	256	259	67	63	1	1	9	9
FGSG_13060	792	782	124	118	18	18	57	60
FGSG_07113	582	584	57	53	4	4	33	31
FGSG_07114	4979	4961	211	209	1591	1590	98	99
FGSG_07115	1748	1750	209	207	1916	1916	144	146
FGSG_07116	3642	3682	195	207	1356	1392	103	109
FGSG_13061	71	70	7	8	81	81	14	16
FGSG_07117	755	719	34	30	17	17	11	11
FGSG_07118	2006	2037	563	570	73	73	87	94
FGSG_13062	20	20	9	9	67	67	44	45
FGSG_13063	12	8	1	2	11	14	9	10
FGSG_07119	1731	1723	179	171	59	59	57	57
FGSG_07120	1654	1686	183	187	20	21	26	24
FGSG_07121	4292	4329	324	332	104	102	59	58
FGSG_07122	2464	2458	188	184	30	30	19	21
FGSG_07123	38	38	7	7	0	0	2	2
FGSG_13064	825	839	43	42	4	4	16	18
FGSG_13065	44	44	2	2	0	0	1	1
FGSG_07125	550	544	45	45	0	0	0	0
FGSG_07126	47	47	10	9	1	1	3	3
FGSG_07127	825	812	67	65	5	5	4	4
FGSG_07128	1292	1285	74	76	9	9	21	20
FGSG_20666	0	0	1	1	0	0	0	0
FGSG_07129	323	341	57	57	1	1	15	16
FGSG_07130	11963	11890	1288	1284	15	15	61	58
FGSG_07131	5443	5383	475	465	16	15	29	30
FGSG_13066	183	195	5	11	3	5	6	8
FGSG_07132	174	176	85	87	0	0	3	3
FGSG_13067	8	6	0	0	0	0	1	1
FGSG_13068	84	101	32	38	0	0	0	1
FGSG_07133	1441	1435	220	217	6	5	6	5
FGSG_07134	39	39	16	17	1	1	3	3
FGSG_07135	2359	2335	91	82	37	37	25	26
FGSG_07136	685	688	198	217	0	0	2	2
FGSG_07137	771	771	58	60	0	0	6	7
FGSG_07138	258	258	22	21	6	6	5	8
FGSG_07139	1759	1773	300	301	31	31	25	25
FGSG_07140	57	59	11	9	3	3	3	2
FGSG_07141	2934	2876	840	805	29	27	73	69
FGSG_07142	356	356	65	64	3	3	9	9
FGSG_07143	84	85	44	45	3	3	6	5
FGSG_07144	574	572	48	49	0	0	2	2
FGSG_13069	34	32	1	1	0	0	0	0
FGSG_07146	913	915	53	52	6	6	6	6
FGSG_13070	180	175	7	4	0	0	0	0
FGSG_13071	148	157	6	7	0	0	0	0
FGSG_13072	780	782	52	50	0	0	11	11
FGSG_13073	384	389	18	19	0	0	7	6
FGSG_13074	167	131	42	26	1	1	5	4
FGSG_07148	1317	1347	219	230	6	6	34	35
FGSG_13076	526	508	57	53	23	23	35	33
FGSG_07150	871	876	63	64	46	46	53	52
FGSG_07151	71	71	9	8	0	0	9	11
FGSG_07152	6184	6483	824	1074	264	266	369	435
FGSG_13077	2	2	0	1	1	1	2	2
FGSG_07153	391	393	43	43	4	4	8	7
FGSG_07154	438	435	45	45	31	27	4	4
FGSG_07155	979	981	79	75	24	24	8	9
FGSG_07156	55	54	13	12	3	3	15	14
FGSG_13078	6	8	3	3	0	0	1	1
FGSG_07157	175	184	18	15	8	8	19	19
FGSG_13079	10	21	0	4	1	1	2	3
FGSG_07158	343	332	6	7	9	9	4	4
FGSG_07159	345	346	81	79	13	13	68	68
FGSG_07160	9519	9477	836	807	666	666	272	271
FGSG_07161	154	152	7	7	0	0	7	7
FGSG_07162	147	147	17	16	2	2	46	42
FGSG_13080	0	0	0	0	0	0	0	3
FGSG_07163	23	25	2	3	0	0	8	8
FGSG_07164	303	300	36	34	5	5	2	2
FGSG_07165	846	877	64	93	1	1	16	20
FGSG_07166	186	189	33	31	1	1	6	8
FGSG_07167	80	80	9	11	0	0	0	0
FGSG_07168	1631	1626	386	379	235	234	59	57
FGSG_13081	10	16	6	11	0	0	1	1
FGSG_07169	833	831	249	249	1	1	27	26
FGSG_07170	1191	1222	161	168	5	3	6	6
FGSG_13082	0	0	0	0	0	0	0	0
FGSG_07171	1958	2018	180	196	12	12	19	23
FGSG_07172	2217	2210	303	293	41	41	99	100
FGSG_07173	232	234	22	22	0	0	1	1
FGSG_07174	862	888	268	313	3	3	22	23
FGSG_07175	569	579	120	122	2	2	10	10
FGSG_13083	20	19	4	4	11	11	17	19
FGSG_13084	556	546	109	100	2	2	33	36
FGSG_07176	341	339	21	16	0	0	3	3
FGSG_07177	309	314	43	41	10	10	14	15
FGSG_07178	378	357	59	49	0	0	6	6
FGSG_07179	111	109	10	11	0	0	1	1
FGSG_07180	1197	1195	128	127	30	30	31	31
FGSG_07181	6854	6827	342	345	193	188	160	159
FGSG_07182	6455	6468	544	522	68	68	139	139
FGSG_07183	1322	1278	64	74	6	4	8	7
FGSG_13085	2	2	0	0	0	0	0	0
FGSG_07185	232	228	40	42	18	18	9	9
FGSG_07186	11293	11272	511	503	284	284	210	212
FGSG_07187	28	32	2	2	0	0	0	0
FGSG_07188	20	21	2	3	0	0	33	31
FGSG_07189	125	132	32	34	0	0	4	5
FGSG_13086	147	148	38	39	0	0	4	4
FGSG_13087	72	67	22	19	0	0	0	0
FGSG_13088	29	31	1	1	38	37	2	2
FGSG_07191	4916	4839	586	557	546	547	201	200
FGSG_13089	143	166	44	43	6	6	23	28
FGSG_07192	3251	3276	679	659	423	425	134	143
FGSG_07193	1954	1951	282	271	151	151	66	68
FGSG_07194	1728	1725	131	137	5	6	3	3
FGSG_07195	894	895	80	79	14	14	1	1
FGSG_07196	1082	1097	207	217	138	138	44	44
FGSG_07197	831	818	148	142	251	249	119	119
FGSG_13090	17	18	1	2	28	29	14	14
FGSG_07198	27	26	11	10	5	5	23	26
FGSG_07199	632	636	38	43	9	9	4	4
FGSG_07200	259	267	44	40	1	1	8	8
FGSG_07201	456	455	20	17	47	47	11	11
FGSG_07202	366	354	60	59	137	131	57	53
FGSG_13091	6	5	3	3	1	1	5	5
FGSG_13092	3	3	4	4	5	5	5	5
FGSG_07204	50	48	10	8	3	3	30	28
FGSG_07205	150	151	14	11	0	0	26	26
FGSG_07206	5852	5840	662	660	48	58	18	18
FGSG_07207	31	29	3	3	0	0	3	3
FGSG_07208	18	18	2	0	0	0	4	5
FGSG_07209	8	8	1	1	0	0	0	0
FGSG_07210	225	226	18	18	0	0	1	1
FGSG_07211	2897	2901	174	173	61	61	35	35
FGSG_07212	1520	1520	239	246	69	69	82	84
FGSG_07213	440	438	73	66	13	12	16	12
FGSG_07214	1443	1440	152	151	24	24	31	32
FGSG_13093	0	0	1	0	0	0	1	1
FGSG_13094	14	16	1	1	0	0	2	5
FGSG_07216	916	920	34	34	19	19	0	0
FGSG_07217	723	706	48	47	2	2	3	3
FGSG_07218	1992	1978	245	237	182	180	51	53
FGSG_13095	15	10	2	3	4	4	2	2
FGSG_13096	0	0	0	0	1	1	0	0
FGSG_13097	2	3	2	2	4	6	0	0
FGSG_07219	113	113	13	12	0	0	0	0
FGSG_07220	6661	6530	466	434	1672	1615	51	51
FGSG_07221	192	141	15	9	54	50	4	4
FGSG_07222	1705	1698	232	225	9	9	24	25
FGSG_07223	486	486	56	56	1	1	1	1
FGSG_07224	614	615	68	67	1	1	0	0
FGSG_07225	1143	1142	104	112	11	11	7	7
FGSG_07226	162	162	15	14	0	0	1	1
FGSG_07227	185	185	22	19	2	2	3	3
FGSG_13098	97	97	15	16	0	0	4	6
FGSG_13099	1618	1622	175	171	5	5	20	19
FGSG_07229	505	504	54	54	23	23	32	33
FGSG_13100	1	1	0	1	10	8	5	6
FGSG_07230	5	5	3	3	10	9	20	21
FGSG_13101	58	75	18	28	17	22	14	19
FGSG_07231	979	981	225	225	445	440	128	127
FGSG_07232	1126	1134	157	154	19	19	17	18
FGSG_13102	122	131	21	25	6	7	9	10
FGSG_07233	3387	3420	412	410	74	74	69	66
FGSG_07234	343	344	32	30	16	16	14	15
FGSG_07235	5359	5346	466	453	263	258	97	97
FGSG_07236	3	3	0	0	5	5	1	1
FGSG_07237	6031	6023	693	685	53	53	107	108
FGSG_07238	75716	75276	5869	5711	918	910	1147	1139
FGSG_07239	62	63	8	9	3	3	0	0
FGSG_13103	36	37	7	8	1	1	2	2
FGSG_07240	2929	2962	749	766	121	121	92	94
FGSG_07241	2241	2280	85	99	104	107	14	14
FGSG_13104	4	4	0	0	0	0	0	0
FGSG_07242	4	4	3	3	0	0	2	2
FGSG_07243	985	974	142	130	25	25	53	52
FGSG_13105	387	337	26	23	7	7	9	8
FGSG_07244	1693	1691	125	123	47	47	19	18
FGSG_07245	1325	1362	251	266	28	28	17	17
FGSG_07246	278	280	28	23	5	5	4	4
FGSG_07247	184	179	31	33	0	0	1	1
FGSG_07248	635	736	31	45	2	2	1	1
FGSG_07249	79	82	11	11	11	11	2	2
FGSG_07250	852	853	78	72	30	29	15	12
FGSG_07251	2718	2679	361	355	230	227	74	74
FGSG_07252	113	114	20	19	1	1	1	1
FGSG_07253	1206	1208	208	219	4	4	7	6
FGSG_07254	425	422	58	56	2	2	1	2
FGSG_07255	538	533	100	89	7	7	4	4
FGSG_07256	149	150	16	15	9	9	1	1
FGSG_07257	2697	2694	204	197	30	30	25	22
FGSG_07258	3131	3124	1357	1354	184	183	99	99
FGSG_07259	388	389	49	45	0	0	10	9
FGSG_07260	409	415	48	49	19	20	8	7
FGSG_07261	114	121	23	22	2	2	7	7
FGSG_07262	4458	4441	669	669	54	54	19	21
FGSG_07263	4784	4787	551	547	3	3	4	4
FGSG_07264	341	341	27	29	7	7	6	6
FGSG_07265	393	388	46	44	15	16	13	12
FGSG_07266	2423	2408	240	240	19	19	37	38
FGSG_07267	352	356	77	79	29	30	14	14
FGSG_07268	245	246	49	44	0	0	5	5
FGSG_07269	588	589	56	59	2	2	6	6
FGSG_07270	0	0	4	4	0	0	0	0
FGSG_13106	73	79	33	37	1	1	13	12
FGSG_13107	21	20	29	33	0	0	11	11
FGSG_13108	2	1	2	3	0	0	8	7
FGSG_07271	1525	1509	146	139	273	267	70	70
FGSG_07272	2725	2738	298	290	386	395	98	101
FGSG_07273	120	121	5	6	21	24	24	23
FGSG_07274	2415	2416	1392	1376	189	186	114	110
FGSG_07275	2327	2305	243	239	6572	6559	1002	995
FGSG_07276	48	48	6	7	64	64	54	58
FGSG_07277	775	783	87	88	41	39	115	111
FGSG_07278	921	913	95	88	50	47	36	39
FGSG_07279	1173	1214	157	161	57	57	13	13
FGSG_07280	2244	2264	174	174	25	25	23	22
FGSG_07281	136	198	11	27	1	1	0	0
FGSG_07282	1875	1875	130	131	9	9	49	53
FGSG_13109	34	34	2	3	0	0	0	0
FGSG_13110	2769	2757	132	125	126	128	53	54
FGSG_07284	1009	1019	135	139	4	4	25	25
FGSG_07285	2510	2503	129	122	56	56	16	18
FGSG_07286	1473	1522	126	147	9	9	5	5
FGSG_07287	1192	1124	138	116	14	15	21	20
FGSG_13111	1439	1434	108	110	11	11	107	107
FGSG_07288	922	923	130	127	8	10	6	6
FGSG_07289	1040	1032	94	91	7	7	5	4
FGSG_07290	157	157	31	32	4	4	2	2
FGSG_07291	7400	7383	265	267	100	100	53	45
FGSG_07292	10496	10494	296	299	81	81	39	40
FGSG_13112	22	22	2	3	0	0	1	1
FGSG_13113	103	102	11	7	0	0	0	0
FGSG_07294	564	563	70	71	3	3	5	5
FGSG_07295	2443	2444	243	224	98	98	66	63
FGSG_13114	26	32	10	20	0	0	1	2
FGSG_07296	1394	1389	83	81	3	3	1	1
FGSG_07297	13	14	2	2	0	0	1	1
FGSG_20667	1	1	0	1	0	0	1	1
FGSG_07298	3810	3800	485	506	191	176	121	119
FGSG_13115	15	15	4	4	9	9	3	4
FGSG_07299	3783	3785	196	195	55	55	15	17
FGSG_07300	17	17	4	4	0	0	3	3
FGSG_07301	244	241	24	21	5	5	3	3
FGSG_07302	268	263	9	11	2	2	0	0
FGSG_07303	225	226	13	13	11	11	25	25
FGSG_07304	328	328	52	60	2	2	11	11
FGSG_07305	793	795	47	48	7	7	17	16
FGSG_07306	7165	7166	1023	1005	143	143	110	106
FGSG_07307	585	601	86	84	64	65	72	73
FGSG_07308	251	250	17	15	12	12	4	4
FGSG_07309	800	803	46	44	1	1	1	1
FGSG_07310	9240	9211	2592	2558	259	258	442	438
FGSG_13116	10	10	0	0	0	0	5	3
FGSG_13117	5	5	1	1	0	0	0	0
FGSG_13118	3372	3362	257	252	43	43	63	62
FGSG_07312	823	821	325	324	9	9	44	45
FGSG_07313	343	339	32	32	2	2	3	3
FGSG_07314	0	0	0	1	0	0	0	0
FGSG_20668	0	0	0	0	0	0	0	0
FGSG_07315	542	552	48	47	1	1	17	17
FGSG_07316	1829	1830	157	155	15	15	16	16
FGSG_07317	614	625	53	59	7	7	9	8
FGSG_07318	126	127	12	12	9	9	5	5
FGSG_07319	382	381	43	41	10	10	10	9
FGSG_20669	4	5	1	0	8	8	0	1
FGSG_07320	688	685	68	73	1	1	11	12
FGSG_07321	12	14	2	2	0	0	0	0
FGSG_07322	1540	1535	106	101	28	28	20	20
FGSG_07323	1359	1350	134	131	62	63	66	64
FGSG_13119	453	456	42	46	10	10	6	7
FGSG_13120	889	893	58	59	15	15	7	7
FGSG_07325	757	740	259	250	73	73	122	117
FGSG_07326	1171	1180	107	108	110	111	11	12
FGSG_07327	441	431	34	35	3	3	3	3
FGSG_07328	1866	1861	163	168	15	15	22	20
FGSG_13121	1123	1049	141	122	111	110	75	66
FGSG_07329	4366	4343	475	466	339	333	228	224
FGSG_07330	1518	1516	176	171	28	28	41	41
FGSG_07331	2073	2095	243	234	4	3	9	10
FGSG_07332	803	798	90	81	74	73	29	29
FGSG_13122	10	13	1	1	4	4	13	14
FGSG_07333	2020	2051	155	160	29	27	40	40
FGSG_07334	494	488	45	45	710	707	210	210
FGSG_07335	12546	12501	979	972	697	702	723	713
FGSG_07336	182	182	20	19	5	5	14	12
FGSG_07337	1434	1437	95	103	9	9	23	18
FGSG_07338	492	484	57	49	2	2	31	30
FGSG_07339	140	137	10	11	0	0	10	9
FGSG_13123	140	141	90	90	0	0	7	8
FGSG_13124	7	7	2	2	0	0	2	2
FGSG_13125	8	8	0	0	0	0	1	1
FGSG_07340	11	11	4	4	0	0	4	2
FGSG_13126	64	66	6	5	1	5	1	1
FGSG_13127	275	276	17	17	0	0	1	1
FGSG_13128	1642	1636	185	182	18	18	15	15
FGSG_07342	525	526	53	55	0	0	1	1
FGSG_13129	1151	1134	109	98	13	13	4	3
FGSG_13130	204	204	83	73	4	4	20	18
FGSG_07344	118	123	59	63	0	0	6	6
FGSG_13131	128	125	10	9	4	4	1	1
FGSG_13132	33	36	3	6	1	1	3	3
FGSG_07346	361	358	43	46	11	11	9	9
FGSG_13133	1456	1348	119	109	67	69	51	35
FGSG_07347	4886	4862	499	488	19	19	51	51
FGSG_07348	17	17	3	3	0	0	7	7
FGSG_07349	519	533	71	66	15	16	11	10
FGSG_13134	35	34	6	6	0	0	2	2
